cause_name,_id,cause_id
"ObjectID(""647775723de912b907135229"")",503,Endocarditis
"ObjectID(""647775723de912b90713522a"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b90713522b"")",491,Cardiovascular diseases
492,Rheumatic heart disease,"ObjectID(""647775723de912b90713522c"")"
"ObjectID(""647775723de912b90713522d"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713522e"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b90713522f"")"
"ObjectID(""647775723de912b907135230"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135231"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135232"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907135233"")"
"ObjectID(""647775723de912b907135234"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907135235"")",942,Myocarditis
"ObjectID(""647775723de912b907135236"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907135237"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907135238"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907135239"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b90713523a"")",501,Aortic aneurysm
Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b90713523b"")",502
"ObjectID(""647775723de912b90713523c"")",503,Endocarditis
"ObjectID(""647775723de912b90713523d"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b90713523e"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713523f"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907135240"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b907135241"")"
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907135242"")"
"ObjectID(""647775723de912b907135243"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135244"")",498,Hypertensive heart disease
Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b907135245"")",968
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907135246"")",969
"ObjectID(""647775723de912b907135247"")",970,Other non-rheumatic valve diseases
942,Myocarditis,"ObjectID(""647775723de912b907135248"")"
"ObjectID(""647775723de912b907135249"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b90713524a"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b90713524b"")",1004,Pulmonary Arterial Hypertension
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b90713524c"")"
"ObjectID(""647775723de912b90713524d"")",501,Aortic aneurysm
Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b90713524e"")",502
"ObjectID(""647775723de912b90713524f"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907135250"")",507
"ObjectID(""647775723de912b907135251"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907135252"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907135253"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b907135254"")"
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907135255"")"
"ObjectID(""647775723de912b907135256"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135257"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135258"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135259"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b90713525a"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713525b"")",942,Myocarditis
"ObjectID(""647775723de912b90713525c"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b90713525d"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b90713525e"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713525f"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b907135260"")",501
"ObjectID(""647775723de912b907135261"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907135262"")",503,Endocarditis
"ObjectID(""647775723de912b907135263"")",507,Other cardiovascular and circulatory diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907135264"")",491
"ObjectID(""647775723de912b907135265"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907135266"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907135267"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907135268"")"
497,Subarachnoid hemorrhage,"ObjectID(""647775723de912b907135269"")"
"ObjectID(""647775723de912b90713526a"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b90713526b"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b90713526c"")",969,Non-rheumatic degenerative mitral valve disease
Other non-rheumatic valve diseases,"ObjectID(""647775723de912b90713526d"")",970
"ObjectID(""647775723de912b90713526e"")",942,Myocarditis
"ObjectID(""647775723de912b90713526f"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907135270"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907135271"")",1004,Pulmonary Arterial Hypertension
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b907135272"")"
"ObjectID(""647775723de912b907135273"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907135274"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907135275"")",503,Endocarditis
"ObjectID(""647775723de912b907135276"")",507,Other cardiovascular and circulatory diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907135277"")"
"ObjectID(""647775723de912b907135278"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907135279"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713527a"")",495,Ischemic stroke
Intracerebral hemorrhage,"ObjectID(""647775723de912b90713527b"")",496
"ObjectID(""647775723de912b90713527c"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b90713527d"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b90713527e"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b90713527f"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135280"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907135281"")",942,Myocarditis
"ObjectID(""647775723de912b907135282"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907135283"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907135284"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907135285"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b907135286"")",501
"ObjectID(""647775723de912b907135287"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907135288"")",503,Endocarditis
"ObjectID(""647775723de912b907135289"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b90713528a"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713528b"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b90713528c"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713528d"")",495,Ischemic stroke
"ObjectID(""647775723de912b90713528e"")",496,Intracerebral hemorrhage
497,Subarachnoid hemorrhage,"ObjectID(""647775723de912b90713528f"")"
"ObjectID(""647775723de912b907135290"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135291"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135292"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135293"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907135294"")",942,Myocarditis
"ObjectID(""647775723de912b907135295"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907135296"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907135297"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907135298"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907135299"")",501,Aortic aneurysm
502,Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b90713529a"")"
"ObjectID(""647775723de912b90713529b"")",503,Endocarditis
"ObjectID(""647775723de912b90713529c"")",507,Other cardiovascular and circulatory diseases
Cardiovascular diseases,"ObjectID(""647775723de912b90713529d"")",491
"ObjectID(""647775723de912b90713529e"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b90713529f"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071352a0"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b9071352a1"")"
Subarachnoid hemorrhage,"ObjectID(""647775723de912b9071352a2"")",497
"ObjectID(""647775723de912b9071352a3"")",498,Hypertensive heart disease
968,Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b9071352a4"")"
"ObjectID(""647775723de912b9071352a5"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071352a6"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071352a7"")",942,Myocarditis
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b9071352a8"")",938
"ObjectID(""647775723de912b9071352a9"")",944,Other cardiomyopathy
1004,Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b9071352aa"")"
"ObjectID(""647775723de912b9071352ab"")",500,Atrial fibrillation and flutter
501,Aortic aneurysm,"ObjectID(""647775723de912b9071352ac"")"
"ObjectID(""647775723de912b9071352ad"")",502,Lower extremity peripheral arterial disease
Endocarditis,"ObjectID(""647775723de912b9071352ae"")",503
"ObjectID(""647775723de912b9071352af"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071352b0"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071352b1"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071352b2"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071352b3"")",495,Ischemic stroke
"ObjectID(""647775723de912b9071352b4"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071352b5"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071352b6"")",498,Hypertensive heart disease
968,Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b9071352b7"")"
"ObjectID(""647775723de912b9071352b8"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071352b9"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071352ba"")",942,Myocarditis
"ObjectID(""647775723de912b9071352bb"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b9071352bc"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071352bd"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b9071352be"")",500
"ObjectID(""647775723de912b9071352bf"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071352c0"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071352c1"")",503,Endocarditis
"ObjectID(""647775723de912b9071352c2"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071352c3"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071352c4"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071352c5"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071352c6"")",495,Ischemic stroke
"ObjectID(""647775723de912b9071352c7"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071352c8"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071352c9"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071352ca"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071352cb"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071352cc"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071352cd"")",942,Myocarditis
"ObjectID(""647775723de912b9071352ce"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b9071352cf"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071352d0"")",1004,Pulmonary Arterial Hypertension
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b9071352d1"")"
"ObjectID(""647775723de912b9071352d2"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071352d3"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071352d4"")",503,Endocarditis
"ObjectID(""647775723de912b9071352d5"")",507,Other cardiovascular and circulatory diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b9071352d6"")"
492,Rheumatic heart disease,"ObjectID(""647775723de912b9071352d7"")"
"ObjectID(""647775723de912b9071352d8"")",493,Ischemic heart disease
Ischemic stroke,"ObjectID(""647775723de912b9071352d9"")",495
Intracerebral hemorrhage,"ObjectID(""647775723de912b9071352da"")",496
"ObjectID(""647775723de912b9071352db"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071352dc"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071352dd"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071352de"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071352df"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071352e0"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b9071352e1"")"
"ObjectID(""647775723de912b9071352e2"")",944,Other cardiomyopathy
Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b9071352e3"")",1004
"ObjectID(""647775723de912b9071352e4"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071352e5"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071352e6"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071352e7"")",503,Endocarditis
"ObjectID(""647775723de912b9071352e8"")",507,Other cardiovascular and circulatory diseases
Cardiovascular diseases,"ObjectID(""647775723de912b9071352e9"")",491
"ObjectID(""647775723de912b9071352ea"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071352eb"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071352ec"")",495,Ischemic stroke
"ObjectID(""647775723de912b9071352ed"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071352ee"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071352ef"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071352f0"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071352f1"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071352f2"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071352f3"")",942,Myocarditis
"ObjectID(""647775723de912b9071352f4"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b9071352f5"")"
1004,Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b9071352f6"")"
"ObjectID(""647775723de912b9071352f7"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071352f8"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071352f9"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071352fa"")",503,Endocarditis
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b9071352fb"")"
"ObjectID(""647775723de912b9071352fc"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071352fd"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071352fe"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b9071352ff"")"
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907135300"")"
"ObjectID(""647775723de912b907135301"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135302"")",498,Hypertensive heart disease
968,Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b907135303"")"
"ObjectID(""647775723de912b907135304"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135305"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907135306"")",942,Myocarditis
"ObjectID(""647775723de912b907135307"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907135308"")"
"ObjectID(""647775723de912b907135309"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713530a"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b90713530b"")",501
"ObjectID(""647775723de912b90713530c"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b90713530d"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b90713530e"")",507
"ObjectID(""647775723de912b90713530f"")",491,Cardiovascular diseases
